"Grad Oechsle","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","A11","A12","A13","A14","A15","A16","A17","A18","A19","A20","A21","A22","A23","A24","A25","A26","A27","A28","A29","A30","A31","A32","A33","A34","A35","A36","A37","A38","A39","A40","A41","A42","A43","A44","A45","A46","A47","A48","A49","A50","A51","A52","A53","A54","A55","A56","A57","A58","A59","A60","A61","A62","A63","A64","A65","A66","A67","A68","A69","A70","A71","A72","A73","A74","A75","A76","A77","A78","A79","A80","A81","A82","A83","A84","A85","A86","A87","A88","A89","A90","A91","A92","A93","A94","A95","A96","A97","A98","A99","A100","A101","A102","A103","A104","A105","A106","A107","A108","A109","A110","A111","A112","A113","A114","A115","A116","A117","A118","A119","A120"
107,1.06575868485191e-05,1.40445346760897e-05,6.78429329207698e-05,7.59757112136532e-05,7.92915914847617e-05,5.50879654690883e-05,6.89947688652231e-06,1.93730908486004e-05,1.01182596005088e-05,8.30313947216273e-05,5.53839359117818e-05,5.16334331240151e-05,5.47219919750524e-05,3.03118944607592e-05,3.84518806654881e-05,3.51729460379506e-05,3.15653652719099e-05,1.17300843761237e-05,3.65373670792715e-05,6.32990348933505e-05,8.16296915433788e-05,5.03947662499464e-05,5.08694423331745e-05,8.04246099323073e-05,8.97902906221113e-06,5.30819694491909e-05,7.3012815800799e-05,2.07582502825234e-05,5.09899223649625e-05,2.31328306066553e-06,4.37568830034976e-05,2.78101599437603e-05,3.01683508388675e-05,6.32621643741493e-05,7.32685584568745e-08,1.47701372058655e-05,4.43099838114539e-05,3.30301386565329e-05,6.37215735938502e-05,5.75184660897555e-05,5.84632764909302e-06,5.23334952943545e-05,7.54735526085407e-05,4.25848110910666e-06,6.08186211433411e-05,2.23923632970353e-05,1.88919881781034e-05,5.67954926405183e-05,2.49591622114929e-06,3.33967198971858e-05,6.72384976132739e-05,4.53351186246692e-05,3.01294561060743e-05,8.27352566548868e-05,2.52837890892016e-05,6.72812045624641e-06,1.59848414879196e-05,6.68781436400134e-05,6.73205078776556e-05,1.04371076027184e-05,5.39779620463973e-05,4.52934594473797e-06,2.6918251380471e-05,2.1633108746502e-05,4.7344087300894e-05,8.54169477178149e-06,3.29897273882245e-05,1.59599284490747e-05,2.22880979488785e-05,6.9663540577872e-05,1.28246501980837e-05,5.93197032754388e-05,2.43823042798836e-05,2.635002234176e-05,7.96061681382892e-05,7.0141370795023e-05,6.90204447637322e-05,6.13942117865671e-05,2.69017603457849e-05,4.01241585915077e-05,3.64460897248077e-05,7.46217372072868e-05,8.33514630035496e-05,1.99029191736188e-05,8.28821155554904e-05,1.88699271412952e-06,6.48287247810178e-05,1.04873493646958e-06,1.40553902350707e-05,3.09571508058528e-05,7.57765008618635e-05,8.29822745912003e-05,3.39574511307634e-05,7.32535848527362e-05,4.48810489361866e-05,8.52343927754006e-06,5.32364339090743e-05,3.85003617620704e-05,3.45063327354174e-05,3.045581510542e-05,6.53492361470705e-06,7.14262991625661e-05,1.79372261036236e-05,1.23121499772954e-05,2.89756586197707e-05,7.01442886597874e-06,7.44418240898977e-05,4.6710729811519e-07,8.15546196109042e-05,2.87912023361795e-05,6.05606630090908e-05,3.40804643578547e-05,2.4906322442175e-05,8.34073155694629e-06,1.84840015213705e-06,3.06220522797921e-05,2.07895815809423e-05,6.7056421026889e-05,6.78015742993309e-05,6.42140825018861e-05
108,6.29525609694625e-05,3.37949002066735e-05,6.24685723829748e-05,4.71175949145303e-06,1.00433471978729e-05,2.03434381458244e-05,2.04383247583065e-05,6.05748761078899e-05,7.39732232741718e-05,2.80182698385344e-05,6.55209504347428e-05,2.84507226793402e-05,2.12285973069216e-05,5.92672710378287e-05,7.78146828196036e-05,5.99589976719448e-05,7.51994070502402e-05,4.7466442931942e-05,5.5524488276233e-05,9.28811587740923e-06,1.30586843629233e-05,4.85668562550556e-05,3.411374028979e-05,8.13821269756117e-06,5.43843281103424e-05,7.15803962699242e-05,4.50345040716581e-05,1.12203650801065e-05,3.34495106926527e-05,5.10283902061029e-06,2.75662435095594e-05,1.59960172934691e-05,8.26037167826473e-05,7.27030669922234e-05,1.4379688635802e-05,2.04636972018375e-05,2.73248696490472e-05,6.81069116671598e-05,6.54064692229956e-05,1.54537493184478e-05,4.83642203215103e-05,7.73080473585331e-05,1.13293676803467e-05,4.10438030487462e-05,2.3396718020802e-05,2.5004906648505e-05,5.96942084345887e-05,7.17024437762587e-05,8.07246210192923e-06,3.39299444040834e-05,5.5513465676922e-06,1.9504600931819e-05,6.76715115617133e-06,2.89788926645423e-05,4.66297745960426e-05,3.58165549587347e-05,3.70771256162689e-06,4.09813876754882e-05,3.06370311179256e-05,2.84187049103468e-05,4.90477140368406e-05,2.63754170249063e-05,8.46859159978992e-06,6.60171357477019e-05,2.59253529382418e-05,6.11073805610321e-05,7.96782181292697e-05,2.67703184017901e-05,4.51688654759102e-05,4.26516663904579e-05,8.13635845650388e-05,5.92371652336604e-05,3.36346431928574e-05,8.28240710741092e-05,7.35694612882232e-05,3.77282443862125e-05,1.76791870856632e-05,6.85918989154968e-05,6.15111735034355e-05,5.45505317599052e-05,2.06194602957038e-05,3.71370222314892e-05,4.07407570617511e-08,6.75726472879972e-05,5.9911967909696e-05,8.09828806044258e-05,3.35974471930925e-05,1.50832787134761e-07,3.92167324582671e-06,5.86653030434512e-05,3.09483737850533e-05,2.37741475628887e-05,2.79261928307823e-05,4.91968199363335e-05,6.26889779053264e-05,1.9300818617125e-06,5.10167839093127e-05,5.95213950273823e-05,4.80009190446946e-05,3.54483619783343e-05,2.51266570623762e-06,5.04154822278181e-05,8.596329237192e-06,1.0218840935965e-06,1.68891910437608e-05,5.08108280078628e-06,6.53799536671308e-06,5.49567472054235e-06,3.95947621002789e-05,8.22646860863591e-05,3.08027998010846e-05,4.5274585154814e-05,5.61087589848753e-05,1.32052910394386e-05,3.96058432269414e-06,4.23764736828879e-05,9.52769864141659e-06,2.33626318508446e-05,2.00696947490358e-05,4.49246951053847e-06
109,7.47973042796833e-05,3.94087673528729e-05,1.2945689703098e-05,4.20271275214427e-05,6.27974502376444e-06,2.4089879703549e-05,8.20257671447091e-05,7.00320665104129e-05,6.23805473436227e-06,5.57234051740615e-05,6.38973240117364e-05,4.87963142347718e-06,5.36052683943878e-05,3.51596040004784e-06,3.25816194351122e-05,6.15187707155632e-05,6.71337394718222e-05,4.53508094418072e-05,7.26117503146953e-05,1.70574673165068e-05,1.08158784290387e-05,6.14793657557959e-05,1.39824316886787e-05,5.92766539762653e-05,6.16394493862246e-05,1.53716817136057e-05,2.74249025629844e-05,1.64677411699197e-05,8.3286151888399e-05,1.42932004647718e-05,6.19626615870235e-05,3.21414287258544e-05,7.58228868816177e-05,3.67180366938102e-05,5.20213447046152e-05,6.5961263782929e-05,1.58655837399391e-05,2.98970775764958e-05,1.68802034373479e-05,1.03078861763212e-05,4.37201797970276e-05,8.3051821136984e-05,1.78619533530657e-05,4.33311171071717e-05,6.16901761002328e-05,5.242704879464e-05,3.62517049998456e-05,7.881911737639e-05,4.91102257623076e-05,1.86960451234934e-05,6.68102773039739e-06,5.51244212768635e-05,5.32865085918074e-05,5.88792928356689e-05,3.97985150150965e-05,4.49691749391114e-05,3.33221520821147e-05,7.84614920463203e-05,3.4445654581591e-05,3.3203827911545e-06,3.57114678344176e-05,2.09866250198063e-05,2.24306802473476e-05,3.89209970394694e-05,5.60152078000004e-05,5.36533671369195e-05,4.05241054035601e-05,5.61397402866192e-05,5.73065322264166e-06,2.29780574383415e-05,6.36825576425066e-05,1.7716987543773e-06,7.50756215461848e-05,7.70318279512437e-05,6.11208661539561e-06,6.54491579602175e-05,4.52012848032413e-05,1.56176032738548e-05,4.14208486412894e-05,1.48679996267465e-06,2.49130683420654e-05,8.09278636098496e-05,2.76465349026785e-05,3.8738217482778e-05,7.58393941047201e-05,7.41498368148346e-05,6.71575319103498e-05,1.81809933592328e-05,5.49930794597804e-05,3.78459037810205e-06,2.80659897682316e-05,4.99598900888221e-05,6.08258709855199e-05,4.81066154332926e-05,3.50503245627525e-05,2.29969124682483e-05,2.61213440132984e-05,5.30190365524971e-05,4.59975550044634e-05,2.75101555111483e-05,4.15401558106371e-05,1.96562101597653e-05,2.21268992829006e-05,3.92007398789302e-05,4.64608843503657e-05,4.91880676456749e-05,4.3065979682663e-05,5.61974710590615e-05,4.60621806608155e-05,3.73444821769119e-05,1.7011011484207e-05,4.17202998464463e-06,8.14035481029997e-05,6.7157076319281e-05,1.2532961105089e-05,2.22549000793549e-05,1.37854933966922e-05,1.44890227678049e-05,7.69012828494072e-05,7.30538653635774e-05
110,3.12931695616637e-05,7.25460987174558e-05,1.04244682826087e-05,2.92943857925744e-05,7.42939007814606e-05,5.98165060636304e-05,4.82674115486139e-05,9.93112209099927e-06,6.55364957312486e-05,7.84334091521096e-05,5.62054712109904e-05,8.20594171029999e-05,3.7656852808479e-05,5.49185815545411e-05,6.23265104097827e-05,8.25211080916624e-05,4.23212072466076e-05,1.36795316503749e-05,4.20031559401873e-05,6.41556041047916e-05,4.85162795173856e-05,3.34004181914941e-05,2.04432976180026e-06,4.62745627020181e-05,3.73716952745157e-05,4.22416090173504e-05,4.83265662401509e-05,4.4300678526827e-05,3.69862686158282e-05,8.30776473620614e-05,7.98541477871699e-05,3.65345844811785e-05,4.33349264049841e-05,7.03677816555879e-05,6.01037241962081e-05,1.45095480648106e-05,5.2427898569756e-05,8.20362352129305e-05,3.41346028584416e-05,4.73979162563895e-05,5.50391965416848e-05,2.1544522074171e-05,4.13830854243201e-05,2.78338046824458e-06,8.08312649361359e-06,5.30383508314322e-05,7.70632418066947e-05,5.89091728775833e-05,3.70094164946575e-05,7.83252628062434e-05,2.32572124553901e-05,9.28172277603517e-06,6.31932945119527e-05,4.82989741740548e-06,6.28162827944491e-05,4.47354889808816e-05,7.35338170804765e-05,6.03549926035945e-05,1.76424725550846e-05,6.55421016319623e-05,7.19267242840353e-05,1.14947782726224e-05,6.96063913431561e-05,7.99167224762371e-05,7.42816112634537e-05,4.2604896401703e-05,1.91204209173925e-05,7.78917773312628e-05,6.95648767330946e-05,1.04573599731419e-05,7.92718514426932e-05,4.77227278221369e-05,6.5461539841701e-05,3.38614554561023e-05,7.32687783625017e-05,7.64146490134216e-05,5.46538063263914e-05,9.12962447112509e-06,2.21854642452168e-06,5.77801857348583e-05,8.64144557532335e-06,7.62549813396817e-05,7.90016645164545e-05,3.18132189157612e-05,3.94465586660841e-05,8.08295398774738e-05,8.17030168002075e-06,6.39295012327396e-05,6.86510022010289e-05,3.13085848254933e-06,1.7895030101325e-05,8.35141849761591e-05,5.00919320354558e-05,4.35971956001253e-05,6.87895446334957e-05,1.0967880401197e-05,8.0247179149019e-05,1.11863416013481e-05,1.06412743923011e-05,7.56851712841912e-06,5.23555019676587e-05,6.14931763817673e-06,1.37563391289592e-06,2.60937176051892e-05,7.90403894654482e-05,1.57891234367314e-05,2.55309141181157e-05,8.00638160894208e-06,6.47280856770421e-05,6.56308964382956e-05,6.20978558191433e-05,1.9698652315496e-05,5.33366691393017e-05,2.08021165130065e-05,6.80621409478265e-05,3.1645133732483e-05,1.17093347566992e-05,8.08561478162724e-06,7.15527984055731e-05,8.05469514374054e-05
111,5.55824608047731e-05,7.73597214256718e-05,8.14560537527432e-05,7.06615792898147e-05,3.54706855710204e-05,6.07986555919628e-05,2.07856075387532e-05,8.01377314257004e-05,7.137827494123e-05,4.80397347033002e-05,9.66598799367707e-06,5.7498255046491e-05,1.64596871409177e-05,1.92782949068158e-05,6.54847294173767e-05,8.03062652732732e-05,1.51206042984009e-06,7.89746585216198e-05,4.41911021717528e-05,3.52945715169401e-05,1.14613058031947e-05,3.06752882177948e-05,1.29285047457179e-05,7.3793857683269e-05,1.22606689453476e-05,2.97135490915178e-05,2.79013426777087e-05,7.98607038233981e-05,8.29785262528933e-07,6.52176461530033e-05,1.86525047821758e-05,1.31166720681038e-05,4.10966125036979e-05,5.38002511373513e-05,7.90031694943744e-05,8.10126272086485e-05,7.22040812194331e-05,5.61170486409474e-06,4.7721588990394e-05,6.67977595137303e-05,1.42317392935896e-05,6.57222749703617e-05,3.77091269560855e-05,5.72058432730146e-05,4.93133062546717e-05,3.65272387926787e-05,7.6855611707785e-05,2.92759889415482e-05,6.87566674775142e-05,4.68875739203717e-05,4.13021189431068e-05,1.60777069415949e-05,5.60337160825897e-05,3.67711640604626e-05,8.25332850495868e-05,6.58230226846019e-05,1.2198508422904e-05,7.00545994823641e-05,2.26286976957489e-05,2.66243652158423e-05,3.67487186849663e-05,6.80243257800499e-05,7.92366201173927e-05,5.00625793623362e-05,7.1926691693173e-05,2.59079036738329e-05,4.46508200998842e-05,1.33606217741701e-05,3.18688928448348e-05,3.60073889724873e-05,9.52536190577685e-06,3.94956816761812e-05,6.33774505704663e-05,4.34171480527257e-06,7.71277831159495e-05,7.56711025580477e-05,7.20105303146574e-05,9.55378843414801e-06,1.03995834956635e-05,5.74660539125507e-05,1.28426426500163e-05,1.47377451770298e-05,1.73972385355576e-05,7.14459387274926e-05,6.6721791964903e-05,2.53101138279999e-05,6.15082539848065e-06,4.06136895703064e-05,5.98231134474918e-05,7.0805089309068e-05,3.9893321638901e-05,4.31822785500356e-05,6.8165215260489e-05,3.00711467923191e-05,1.4735112049387e-05,1.97559067749182e-05,8.69732178177263e-06,6.26664908135264e-06,1.61150784261282e-05,3.79320561007828e-05,4.94787929636359e-05,3.5717695938471e-05,2.18759506940237e-05,7.27400364709025e-05,7.29232790318679e-05,7.92935983619607e-05,2.54292077460935e-05,6.4836646286818e-06,2.77916339745478e-05,5.69435616641599e-06,2.30538487241112e-05,7.40956945200877e-05,5.37172907179978e-05,1.69147936274226e-05,8.1452512828521e-05,5.65480636507382e-05,7.49205998895712e-05,2.52346206659268e-05,6.6287168378097e-05,6.0312526398726e-05
112,7.92566063907222e-06,7.37052521374237e-05,3.64465864095489e-05,6.73923122600065e-05,3.54000447894678e-06,1.44608903743979e-05,5.13905776148033e-05,6.24893192005579e-05,3.10691174817815e-06,5.78050582248333e-05,7.11417089041788e-05,7.20509918993657e-05,5.06579798796335e-05,2.28122199544129e-05,1.73367397968602e-05,1.18494431460486e-05,2.09148680741851e-05,5.23046972690678e-05,6.44096283565781e-05,4.57079441967062e-05,1.68804735620888e-05,3.603554592092e-05,4.90196193320905e-05,6.12539914013949e-05,7.02409370272696e-05,6.89016136350033e-05,1.32451905436517e-05,3.50959836408913e-05,2.12622065606848e-06,4.36503949974477e-05,8.16363469087724e-05,6.00957304067938e-06,3.25165001877187e-05,3.18659333026812e-05,3.98437888011428e-05,4.10516348567106e-05,5.4945567955944e-05,5.63728327214681e-05,4.07230053930547e-05,7.03844486809304e-05,6.13956689969843e-06,2.12831934415867e-05,5.66733167164578e-05,7.71392415961541e-05,1.83632955327564e-05,5.03331504326906e-05,3.15580826248393e-05,6.87697488270026e-05,2.60081867688491e-06,7.53837322115502e-05,7.15373770905446e-05,6.77484459014452e-05,5.83089643617099e-05,1.18179141427033e-05,6.33009262335106e-05,7.67918513145049e-06,5.9652704253603e-05,6.66351333679845e-05,6.07212456396713e-05,5.95920709486945e-05,3.139180832607e-05,5.93717438584419e-05,9.4265368772961e-06,2.51777645154847e-05,1.57073366191929e-05,2.4673482289786e-05,6.59647367624999e-05,8.12937999211167e-05,1.97292645719354e-05,9.50332818692129e-06,7.3400580440389e-05,5.09690959673037e-05,5.79156130062363e-05,1.99593166587495e-05,7.72248393459124e-05,1.68669594254065e-05,2.05301640181504e-05,7.90434747402299e-05,3.13778139654642e-05,1.53783090995008e-05,6.02006512106985e-05,5.94917403974915e-06,2.89563854928796e-05,7.93171406777811e-05,5.17952485258507e-06,1.91974428341221e-05,5.45170665674819e-05,3.24653710787118e-05,4.8917989251872e-05,5.35789089244318e-05,4.44574956189081e-05,3.18687670927495e-05,1.14770164861658e-05,4.75676526386802e-05,3.31937207165909e-05,2.9278394769816e-05,3.02310962262242e-05,6.3156741632051e-05,1.6307193017553e-05,1.27949310869286e-05,4.89706928594859e-05,2.36209660155453e-05,3.24722053922608e-05,1.10039403905176e-05,3.76279089901588e-05,2.27712169722461e-05,5.22382176109824e-05,6.62263015280423e-05,5.64602350515925e-05,5.8291207011502e-05,5.45215036917738e-05,3.75273875635175e-05,1.57244339606608e-05,7.4672741459241e-05,6.23093887467758e-05,8.35197912076456e-05,7.93576232957563e-05,1.71648616209293e-05,4.15986149256154e-05,3.0906124625599e-05
113,3.20876406305444e-05,5.63405618333539e-05,3.87770211557292e-05,9.80515615124251e-06,5.41055562450909e-05,2.55978718792865e-05,2.65390123353388e-06,6.77645512159797e-05,2.29932400520575e-05,7.50096101847402e-06,5.16419206795858e-05,3.85830474647764e-05,8.1448026302319e-05,6.12691564841456e-05,4.72383544689019e-06,5.55687657547551e-05,2.55708702428715e-05,5.41899242978365e-06,3.09022558470308e-05,7.35833494123466e-05,2.85509876985885e-05,2.80807315005455e-05,1.82584752059938e-05,5.26084638157065e-05,8.33076874437639e-05,4.04243395595785e-05,4.26301128955259e-05,7.01432421136921e-05,2.53747624049704e-05,3.6944972491016e-06,7.68409331531008e-06,5.5544197984478e-05,7.34248434715108e-05,1.03525597651563e-05,7.84255226887828e-05,3.31263691605176e-05,7.37200115369036e-05,2.33325016278512e-05,5.14254559275578e-05,5.90097812391337e-05,5.49497701925408e-05,3.66424621421389e-05,4.50881476386546e-05,7.96124622218137e-07,6.38774907111587e-05,1.96928931112576e-06,1.10898674539141e-05,2.91299468944254e-05,3.05133316342895e-05,3.85468672492241e-05,5.91095375296147e-05,5.05199095185103e-06,7.98265478019806e-06,2.49676979820826e-05,5.01060688035369e-05,1.57749802283068e-05,7.1778368655378e-05,7.74001154743306e-05,9.16581830673918e-06,7.9392535950524e-05,3.79627012010285e-05,5.70977464652591e-05,4.91788077547684e-05,5.02589042261942e-05,4.73392236935511e-05,3.32504626141713e-06,3.62122243125344e-05,4.23472489605207e-05,2.36635677011147e-05,1.53011756150075e-05,4.07321118442358e-05,5.60819911854651e-06,8.23752518610977e-05,4.70613063315227e-05,1.27772484719457e-05,3.99260195743258e-05,7.38038039280065e-06,8.0412048908096e-05,4.86731919304424e-05,4.66872516267327e-05,3.70669456318128e-05,2.14612619356279e-05,8.14938920940822e-05,1.67341547553093e-05,2.7200285970453e-05,6.40409957011239e-05,5.90008167868259e-05,9.18898813332527e-06,8.79524582370484e-06,8.1746398000831e-05,2.27598429947967e-05,5.99323198816862e-05,7.59247710149042e-05,5.81334005970427e-05,8.08995334726019e-05,1.50615569524085e-05,5.20503421081501e-05,4.36486491195482e-05,2.03361874280702e-05,3.55668509516523e-05,1.09972041608711e-05,3.00578651890071e-05,6.86236184051356e-05,2.74448984092716e-06,7.72709662537185e-05,2.40046233892841e-05,2.6460691161995e-05,3.65475719495263e-05,5.81677648692059e-05,6.78129093428607e-05,3.29154375391585e-05,5.57260679350675e-05,4.41746077320512e-05,7.5602180005669e-05,3.91848189994903e-05,4.27163267585105e-05,1.81512853581568e-05,5.85053655757433e-05,6.58335414194534e-06,3.76929803143919e-05
114,2.29297395295574e-05,7.94037173013844e-05,1.38136584393331e-05,5.95579124172942e-05,3.91616466434642e-05,3.09124748237783e-05,1.22363478927623e-05,1.58710769249124e-05,5.36566117664248e-05,7.24084149520596e-05,6.98973845482765e-05,1.0531862567574e-05,1.66446389029017e-05,1.48965448053136e-05,2.7704004987137e-05,2.77063940627287e-06,5.52990681973387e-05,1.51190095642735e-05,7.85960909649939e-05,6.08066629625245e-05,2.22208559759313e-05,5.83378369471067e-05,3.70972905069809e-06,1.29949144745144e-05,1.62579917310147e-06,1.93805393491099e-05,3.04798711894306e-06,6.66029935826943e-06,1.03905900520812e-05,2.25788059499037e-05,6.15601551178334e-05,3.49908591976048e-05,7.70899249671491e-05,4.51709985916253e-05,3.29199951426261e-05,4.26080324209437e-05,6.83471999114565e-06,2.38630515242891e-05,2.26146821656755e-05,7.41214566335882e-05,1.26821411950045e-06,7.16263620329414e-05,1.70475080548815e-05,6.41589229247196e-05,8.29643157029915e-05,5.59654785998648e-05,6.33992605117057e-05,8.18730246303308e-05,7.26873017122615e-05,3.2010252489809e-05,3.47462588028123e-05,5.70041251176083e-05,4.46300067385703e-05,1.00400840450834e-05,3.22924766905091e-05,2.71675448788893e-05,1.05655349989669e-05,5.50217063003469e-05,4.41411014264984e-05,2.52273542656442e-05,3.68266989092475e-05,8.22380654614458e-05,7.13072767497972e-05,6.40504759646312e-05,4.70331319104964e-05,1.21777525966228e-05,1.8159077512284e-05,4.09709851197642e-05,6.76091374183282e-05,1.1190451707955e-05,7.44689207165154e-05,1.37000557215751e-05,6.74641640596298e-05,4.64422031513626e-05,4.25765542204291e-06,6.90712788038278e-05,8.29481624458392e-05,8.02890654505684e-06,4.71042082227125e-05,7.26183310616072e-06,1.14135536717799e-05,7.70426308978715e-05,6.81828928749634e-05,7.33588616266859e-05,2.50855002124249e-05,3.50249696307296e-05,3.04887705962144e-05,5.22890047786079e-05,6.33104029558017e-05,1.46734313617223e-05,5.00356722491504e-05,8.19392248242044e-05,6.18634374129017e-05,2.33550810831278e-05,8.06026968523464e-05,3.6013605071429e-05,5.67488731923613e-06,1.48622291956857e-06,1.61359197863978e-06,4.32049793406061e-05,5.65499062116196e-05,2.13113116117576e-05,3.04108900513287e-05,5.57202997415883e-05,8.15567518899584e-05,7.65393905679898e-05,7.49260488677151e-05,1.14178494782015e-05,2.58518472934226e-05,3.17311626933994e-05,2.23730622684746e-05,6.08413613931765e-05,5.98636217879267e-06,4.4049855573292e-05,6.84696375936485e-05,5.88135864857807e-05,6.91167308764837e-05,2.63722840604509e-05,3.24085622093416e-05,7.75884832256552e-05
115,6.80779786670602e-05,4.31583556118582e-05,4.88820786746299e-05,1.96609883304059e-05,5.16389563898678e-05,6.49504819854626e-06,5.87545230292009e-05,2.17016325618415e-06,6.56075631709673e-05,4.18793031724836e-05,1.42005910682592e-05,5.68510465963042e-05,3.63320125619239e-05,3.22267507861036e-05,5.71443491801972e-05,4.13255766005142e-05,8.20447231381886e-06,5.58016551728535e-05,2.77937482751203e-06,6.2913979595378e-05,6.03016212238054e-05,2.24128313314096e-05,7.6423933809584e-05,3.9630153792079e-05,4.48656289831643e-05,2.257706417748e-05,1.19066282988132e-05,6.26953328316129e-05,9.57088532809964e-06,9.60355635417372e-06,2.2862316351416e-05,9.21942148052372e-06,2.27144112354901e-05,5.53189504133957e-05,3.26824591431417e-07,6.97282779576457e-05,1.17231571153811e-06,3.60343413431928e-05,2.14102624701526e-05,5.48837463395537e-05,1.35859180467022e-05,5.78920487037446e-05,6.56552200203209e-05,3.6758787218402e-06,4.37113103154654e-05,3.38534703446131e-05,8.28455905967155e-05,6.19468341217507e-05,6.13362905278312e-05,3.20611803332162e-05,4.50497925327118e-05,1.27327246843337e-05,5.68019078842215e-05,2.4761701298276e-05,6.61236229754626e-05,4.35165622461676e-05,6.16500600370364e-06,3.03414498976853e-05,1.3307029827208e-05,8.25310125033528e-05,7.8478294571821e-05,3.1552887252247e-05,4.97876361742992e-05,4.5595542398716e-05,2.91334206912e-05,1.53323541741614e-05,2.81453562034933e-06,4.15365607174831e-05,5.19837195950731e-05,5.91664568382293e-05,5.86678563769888e-05,2.86280564488736e-05,7.50262416811784e-05,2.79399460579217e-05,3.55922340382888e-05,1.16157245774992e-05,2.70989623027116e-05,2.30033152982379e-06,5.10724969279638e-05,6.57137097415239e-05,1.56684399601338e-05,4.09703089420651e-05,8.13202835087506e-05,1.28561893191892e-05,7.96202484803998e-05,3.52962171122699e-06,5.80123764437839e-05,1.0593193200192e-06,6.50063918918363e-05,1.10214921167061e-05,3.33250145910562e-05,6.41661823787706e-05,6.40719772363546e-05,1.20992877510837e-05,4.38227089764433e-05,4.36952556286464e-05,2.89587359653246e-05,3.49472516704679e-05,3.72476225428132e-05,6.29630392332731e-05,5.91299084724053e-06,1.48189543677453e-06,6.28238174904929e-05,6.46888784805728e-05,6.5317602016305e-05,1.53183367178221e-05,6.97223460315659e-05,4.05220788551003e-05,6.52232190542529e-06,7.38843984453307e-05,1.9470700189275e-05,3.04279894358059e-05,6.76069170563884e-06,8.19307900561019e-05,3.3265872079746e-05,6.91656357515617e-05,4.68400999689915e-05,2.80975115724013e-05,6.48614041153296e-05,1.5863088505694e-05
116,3.7481690641064e-05,4.81786405773889e-05,2.26284240297919e-05,6.26399865623129e-06,2.2631550573361e-05,5.95966574461505e-05,5.47878854840476e-06,7.21847069343969e-05,3.34325094115353e-05,1.8657119492617e-05,8.59182765109306e-07,1.66708350683161e-06,2.83746312852362e-05,5.7190259451191e-05,6.41614919018711e-05,6.61318751569073e-05,8.0667558174683e-05,7.57735073668414e-05,2.82692318723581e-05,5.02026557445401e-05,5.81209518021411e-05,7.13247996209117e-05,7.27162936483145e-05,3.63678169221408e-05,6.655257477937e-05,6.87760622121003e-05,1.43676552917012e-05,2.22350258407627e-05,3.77768863940968e-05,6.03968682036667e-05,2.31032892762218e-05,3.86803936269416e-05,7.08174377824856e-05,4.95432314219666e-06,1.58702999782128e-06,4.68814926989568e-06,1.71792841573652e-05,6.53685086902446e-05,6.54723379629355e-05,1.24733982786701e-05,5.07785290624212e-05,2.81120177165597e-05,8.09748231120365e-06,7.21323936388412e-05,6.26159142898859e-05,2.60305626042011e-05,3.60206979715808e-06,4.38343330376855e-05,7.82904841534272e-05,6.10893539811159e-05,1.19721922217689e-05,1.2505421982119e-05,1.5809947713552e-05,3.03782865418469e-06,2.50763266143388e-05,1.77804722280868e-05,6.82199264652194e-07,4.67539453143615e-05,1.26022742419271e-05,1.30905651919234e-05,2.83794661347913e-05,6.81733893406077e-05,5.84642126366955e-05,2.33705650115264e-05,3.11035250657413e-06,4.02823471849025e-05,3.83248693081555e-05,4.51894702362483e-05,2.34135978498822e-05,2.32136658293868e-05,8.26574679675897e-05,1.41710001608006e-05,2.98826965228769e-05,6.74681434914719e-05,8.9977453815166e-07,2.09093603546601e-05,1.86751638175281e-05,2.21733700388967e-05,1.16391176758135e-05,8.12137658693376e-05,6.00582966202062e-05,1.55071737191919e-05,4.91451964385387e-05,7.24286468534759e-05,6.93453471558349e-05,6.52140087598287e-05,3.729707422446e-05,1.43798146213742e-05,1.32938898530819e-05,3.82171177105962e-05,2.68938484323996e-05,5.12828411938843e-05,3.6342134233058e-05,6.59565114709487e-05,8.28176471135664e-05,5.99288762630772e-05,7.12120266956933e-05,7.37153475023812e-05,2.85714633407402e-07,4.5069198124433e-05,3.19222206015116e-05,5.44649818554785e-05,2.50184425189146e-05,1.69997872885234e-05,1.20742655182573e-05,2.29512370654925e-05,8.9243180325958e-06,6.82168042606129e-05,6.75913578479623e-05,1.7193048611327e-05,5.76094343661014e-05,6.11118963898243e-05,5.12087890343548e-05,3.73530241543583e-05,3.79961302613734e-05,7.28066970034094e-05,7.88642266126319e-05,1.91689919842119e-05,3.3364408479659e-05,2.76341820124695e-05
